,Location,Borough,Date Installed,lat,lng,lat2,lng2
1077,Jerome Avenue and West 195th Street,the Bronx,4/16/2019,40.868565,-73.896561,,
1078,Jerome Avenue between East 208th Street and East Gun Hill Road (mid-block),the Bronx,2/21/2019,,,,
1079,Jerome Avenue with Mosholu East and West Parkway,the Bronx,6/22/2021,,,,
1080,Kappock Street and Netherland Avenue,the Bronx,5/2/2007,,,,
1081,Laconia Avenue and East 215 Street,the Bronx,8/21/2019,40.877463,-73.853737,,
1082,Lafayette Avenue and Thieriot Avenue,the Bronx,11/17/2021,40.821509,-73.862029,,
1083,Lafayette Avenue and Underhill Avenue,the Bronx,4/23/2021,40.821757,-73.8602,,
1084,Longwood Avenue and Hewitt Place,the Bronx,12/6/2021,40.818595,-73.900024,,
1085,Mace Avenue and Colden Avenue,the Bronx,6/13/2014,40.863072,-73.85969,,
1086,Manhattan College Parkway and Waldo Avenue,the Bronx,11/22/2019,,,,
1087,Morris Avenue and East 171st Street,the Bronx,2/8/2022,40.838997,-73.910724,,
1088,Morris Avenue and Teller Avenue,the Bronx,8/21/2020,40.841255,-73.909394,,
1089,Morris Park Avenue and Albert Einstein College of Medicine (mid-block),the Bronx,11/1/2011,,,,
1090,Morris Park Avenue and East 180th Street,the Bronx,8/14/2020,40.840869,-73.872806,,
1091,Morris Park Avenue and Garfield Street,the Bronx,6/4/2022,40.843981,-73.869594,,
1092,Morris Park Avenue and Yates Avenue,the Bronx,6/14/2021,,,,
1093,Mosholu Avenue and Fieldston Road,the Bronx,10/28/2021,40.905468,-73.900719,,
1094,Mosholu Avenue and West 256th Street ,the Bronx,11/29/2021,40.903867,-73.903112,,
1095,Park Avenue and East 158th Street ,the Bronx,12/12/2019,40.823385,-73.918339,,
1096,Pelham Parkway (WB) between Pearsall Avenue and Throop Avenue (mid-block),the Bronx,5/6/2022,,,,
1097,Pelham Parkway and Narragansett Avenue,the Bronx,2/27/2019,40.857326,-73.851627,,
1098,Pelham Parkway N/S Service Roads and Williams Bridge Road,the Bronx,10/8/2015,,,,
1099,Pelham Parkway North and Bronxwood Avenue,the Bronx,3/31/2022,40.857983,-73.861791,,
1100,Pelham Parkway North and Laconia Avenue,the Bronx,8/1/2014,40.858163,-73.855995,,
1101,Pelham Parkway South and Muliner Avenue,the Bronx,3/31/2022,40.856784,-73.86192,,
1102,Pelham Parkway South Service Road at Seymour Avenue,the Bronx,1/9/2020,,,,
1103,Pugsley Avenue and Seward Avenue,the Bronx,5/24/2021,40.8203,-73.854636,,
1104,Randall Avenue and Manida Street,the Bronx,6/3/2021,40.811936,-73.887727,,
1105,Reservoir Avenue and University Avenue,the Bronx,6/4/2022,40.87366,-73.898372,,
1106,River Avenue and East 162nd Street,the Bronx,3/8/2017,40.829524,-73.924973,,
1107,Riverdale Avenue and West 256th Street,the Bronx,2/16/2022,40.90414,-73.905007,,
1108,Riverdale Avenue and West 259th Street,the Bronx,12/9/2021,40.906862,-73.904099,,
1109,Riverdale Avenue with West 231st Street and Irwin Avenue,the Bronx,3/12/2019,40.881292,-73.909426,40.881363,-73.909383
1110,Sedgewick Avenue with Dickenson Avenue and Goulden Avenue,the Bronx,1/4/2019,,,,
1111,Sedgwick Avenue and Undercliff Avenue,the Bronx,6/24/2022,,,,
1112,Sedgwick Avenue and West 229th Street (mid-block),the Bronx,3/8/2019,,,,
1113,Sedgwick Avenue and West 230th Street (mid-block),the Bronx,3/8/2019,,,,
1114,Soundview Avenue at Thieriot Avenue (mid-block),the Bronx,6/24/2019,,,,
1115,Southern Boulevard and East 189th Street (mid-block),the Bronx,3/11/2019,,,,
1116,Southern Boulevard and Intervale Avenue,the Bronx,4/26/2019,40.817196,-73.895315,,
1117,Southern Boulevard and Leggett Avenue,the Bronx,11/19/2020,40.813489,-73.899342,,
1118,Southern Boulevard and Longwood Avenue,the Bronx,6/2/2022,40.816319,-73.896213,,
1119,Southern Boulevard with Crotona Parkway and East 176th Street,the Bronx,10/25/2019,,,,
1120,Starling Avenue and Odell Street,the Bronx,6/22/2022,40.836151,-73.854193,,
1121,Starling Avenue and Olmstead Avenue,the Bronx,6/1/2022,40.83605,-73.855125,,
1122,Stillwell Avenue and Pelham Parkway South (Service Road),the Bronx,10/25/2019,,,,
1123,Story Avenue and Bruckner Plaza Mall Exit/Entrance (between Boynton & Morrison Avenues),the Bronx,5/17/2017,,,,
1124,Story Avenue at Thieriot Avenue,the Bronx,9/2/2020,40.823703,-73.862548,,
1125,Third Avenue and East 176th Street,the Bronx,10/28/2020,40.845361,-73.896836,,
1126,Third Avenue and St Pauls Place ,the Bronx,11/29/2021,40.835927,-73.902904,,
1127,Unionport Road and Crosswalk East of Metropolitan Oval (mid-block),the Bronx,9/10/2019,,,,
1128,University Avenue (Martin Luther King Junior Boulevard) and Morton Place,the Bronx,3/28/2022,,,,
1129,University Avenue and Macombs Road,the Bronx,3/13/2021,,,,
1130,University Avenue and West 175th Street,the Bronx,5/17/2021,,,,
1131,University Avenue and West 176th Street,the Bronx,4/30/2021,40.849154,-73.917332,,
1132,University Avenue and West 181st Street (mid-block),the Bronx,2/28/2019,,,,
1133,University Avenue with Featherbed Lane and West 174th Street (mid-block),the Bronx,4/19/2019,,,,
1134,Valentine Avenue and East 178th Street,the Bronx,10/28/2016,40.84941,-73.900885,,
1135,Valentine Avenue between East Tremont and East 178th Street,the Bronx,9/5/2013,,,,
1136,Van Cortlandt Park East between East 239th Street and Oneida Avenue (mid-block),the Bronx,3/11/2019,,,,
1137,Waring Avenue and Barker Avenue,the Bronx,8/26/2019,40.861382,-73.869437,,
1138,Watson Avenue and Colgate Avenue,the Bronx,9/20/2019,,,,
1139,Webster Avenue 300' North of East 168th Street (mid-block),the Bronx,2/28/2019,,,,
1140,Webster Avenue and East 189th Street,the Bronx,3/28/2022,40.860522,-73.892565,,
1141,Webster Avenue between East 169th and East 170th Street (mid-block),the Bronx,4/5/2019,,,,
1142,Webster Avenue between East 170th Street and East 171st Street (mid-block),the Bronx,2/27/2019,,,,
1143,Webster Avenue between East Gun Hill Road and East 233rd Street (mid-block),the Bronx,2/19/2019,,,,
1144,Webster Avenue between East Tremont and East 178th Street,the Bronx,9/5/2013,,,,
1145,West 169th Street with Cromwell Avenue and Inwood Avenue,the Bronx,8/12/2020,40.838,-73.921028,40.838156,-73.921194
1146,West 183rd Street and Andrews Avenue North,the Bronx,11/5/2021,40.860042,-73.908609,,
1147,West 230th Street and Corlear Avenue,the Bronx,1/26/2022,40.87898,-73.909028,,
1148,West Kingsbridge Road with Reservoir Avenue and Aqueduct Avenue West,the Bronx,12/21/2020,40.867881,-73.899426,40.868019,-73.899965
1149,Westchester Avenue and West Farm Road,the Bronx,4/5/2020,,,,
1150,"Westchester Avenue with Crosby, Buhre and Edison Avenues",the Bronx,9/22/2016,,,,
1151,White Plains Road and Birchall Avenue,the Bronx,1/21/2021,40.849904,-73.867818,,
1152,White Plains Road and East 215th Street,the Bronx,12/2/2021,40.880553,-73.864521,,
1153,White Plains Road and Lydig Avenue,the Bronx,7/25/2014,40.854504,-73.867704,,
1154,White Plains Road and Rosewood Street,the Bronx,5/10/2022,40.873214,-73.867096,,
1155,White Plains Road and Unionport Road,the Bronx,12/30/2020,,,,
1156,White Plains Road with Bronxdale Avenue and Unionport Road,the Bronx,12/24/2020,40.85081,-73.867809,40.85159,-73.867801
1157,Williamsbridge Road and Astor Avenue      ,the Bronx,4/11/2018,40.859712,-73.857355,,
1158,Williamsbridge Road and Pierce Avenue,the Bronx,5/24/2022,40.847063,-73.849072,,
1159,Williamsbridge Road and Sacket Avenue,the Bronx,5/27/2022,,,,
1160,Williamsbridge Road and Van Nest Avenue,the Bronx,6/8/2022,40.848994,-73.850344,,
1161,Williamsbridge Road between Mace Avenue and Waring Avenue,the Bronx,6/29/2022,40.861165,-73.857569,40.863043,-73.85806
